job_title,industry,job_status,ai_impact_level,median_salary_usd,required_education,experience_required_years,job_openings_2024,projected_openings_2030,remote_work_ratio_percent,automation_risk_percent,location,gender_diversity_percent,growth_rate,risk_category
IT consultant,Education,Increasing,Low,43811.87,Bachelor’s Degree,5,2511,3138,40.63,30.05,Germany,21.24,24.970131421744323,Low
Trade mark attorney,Healthcare,Increasing,High,61595.24,Bachelor’s Degree,3,9605,1781,92.99,22.78,Canada,67.36,-81.45757418011452,Low
Merchant navy officer,Transportation,Decreasing,High,39920.9,Associate Degree,8,4053,5520,68.68,35.2,Germany,27.38,36.19541080680977,Low
Media buyer,Healthcare,Increasing,Moderate,76209.34,Associate Degree,13,6547,2146,58.65,88.4,Germany,54.8,-67.22162822666871,High
Music therapist,Retail,Increasing,Low,84270.14,Associate Degree,6,4420,4081,92.15,41.9,Australia,51.2,-7.669683257918552,Medium
Recruitment consultant,Finance,Decreasing,Moderate,54020.21,Master’s Degree,5,4243,9177,92.62,93.43,Germany,49.11,116.28564694791422,High
Press sub,Entertainment,Decreasing,Low,144255.0,PhD,1,5556,4627,1.32,59.78,India,79.42,-16.720662347012237,Medium
Corporate treasurer,Finance,Increasing,Low,96361.54,High School,13,9004,3388,79.05,49.13,Germany,63.65,-62.372278987116836,Medium
"Engineer, production",Healthcare,Decreasing,Moderate,43044.24,Associate Degree,17,5099,5823,37.46,74.22,Brazil,74.3,14.198862522063148,High
Data scientist,Entertainment,Decreasing,Low,86723.62,Master’s Degree,1,5519,4183,58.55,65.57,USA,40.75,-24.207283928247872,Medium
"Geologist, wellsite",Transportation,Decreasing,High,36283.38,Associate Degree,13,5620,865,92.69,81.43,Canada,41.43,-84.60854092526691,High
Ranger/warden,Retail,Increasing,Moderate,32345.17,PhD,5,7776,9239,28.24,8.86,China,22.13,18.814300411522634,Low
Town planner,Manufacturing,Increasing,Moderate,98749.78,PhD,17,8392,5716,45.69,22.04,Brazil,30.97,-31.887511916110583,Low
Writer,Education,Decreasing,Low,45639.99,Associate Degree,8,459,2760,87.27,61.57,China,26.55,501.3071895424837,Medium
Magazine features editor,Entertainment,Increasing,Low,73985.89,High School,3,5623,646,50.62,43.37,UK,22.79,-88.51147074515383,Medium
"Journalist, broadcasting",Transportation,Decreasing,High,112120.44,Master’s Degree,0,1793,1733,56.49,9.83,Australia,61.71,-3.3463469046291134,Low
Historic buildings inspector/conservation officer,IT,Decreasing,Low,38181.37,High School,3,2817,2928,8.16,53.02,USA,36.14,3.940362087326944,Medium
Quantity surveyor,Healthcare,Decreasing,Low,115578.7,High School,6,4289,5826,5.03,26.58,UK,51.89,35.83585917463278,Low
Chartered accountant,IT,Increasing,High,149983.06,PhD,19,4547,1146,26.32,54.82,Brazil,69.24,-74.7965691664834,Medium
Information officer,Finance,Increasing,Low,86589.58,PhD,12,2712,1052,61.7,51.23,Brazil,28.08,-61.2094395280236,Medium
"Nurse, adult",Manufacturing,Increasing,Moderate,114959.2,PhD,1,1995,6107,16.95,24.66,USA,29.05,206.11528822055138,Low
Lawyer,Education,Decreasing,Low,142755.45,Bachelor’s Degree,10,3726,6324,27.45,27.17,Brazil,40.77,69.72624798711755,Low
"Secretary, company",Transportation,Increasing,Moderate,117908.35,Bachelor’s Degree,17,8850,4322,64.88,46.89,India,35.52,-51.163841807909606,Medium
"Development worker, community",Manufacturing,Decreasing,High,100325.74,Bachelor’s Degree,11,7355,9436,58.59,0.98,China,51.28,28.293677770224335,Low
Medical laboratory scientific officer,Manufacturing,Decreasing,High,38079.05,PhD,14,6991,6479,69.92,74.52,India,69.66,-7.323701902446002,High
"Teacher, primary school",Healthcare,Decreasing,Low,63323.42,High School,12,4193,261,85.57,83.24,Canada,34.4,-93.77533985213451,High
Chief Technology Officer,Finance,Decreasing,Moderate,148819.95,PhD,11,8080,1701,83.68,19.97,Germany,34.18,-78.9480198019802,Low
Petroleum engineer,Entertainment,Decreasing,Low,130984.25,PhD,0,9237,9389,80.6,51.3,Germany,61.22,1.645555916423081,Medium
Financial planner,IT,Increasing,High,109421.37,Bachelor’s Degree,4,985,3954,86.79,26.07,China,28.8,301.4213197969543,Low
Acupuncturist,Transportation,Increasing,Low,60928.54,High School,5,5191,7174,16.64,70.94,Brazil,29.51,38.20073203621653,High
Occupational hygienist,Manufacturing,Increasing,High,46541.11,Associate Degree,6,4975,5129,56.11,72.01,Germany,42.97,3.0954773869346734,High
Accounting technician,Education,Decreasing,Moderate,31385.51,Master’s Degree,12,2762,5483,85.72,90.3,India,26.51,98.51556842867487,High
"Administrator, sports",Entertainment,Decreasing,Low,99602.5,High School,10,6436,4202,54.16,93.55,Australia,72.69,-34.71100062150404,High
"Administrator, arts",Manufacturing,Decreasing,Moderate,117285.16,High School,13,7729,6849,23.63,13.15,India,74.21,-11.38569025747186,Low
Meteorologist,Manufacturing,Increasing,Low,52489.47,Bachelor’s Degree,2,7151,2963,44.47,54.46,Australia,46.96,-58.56523563138023,Medium
Commercial horticulturist,Transportation,Decreasing,High,64796.35,PhD,11,6525,222,74.87,93.99,UK,31.12,-96.59770114942529,High
Bonds trader,Transportation,Increasing,High,36899.69,Bachelor’s Degree,1,7024,8597,29.39,60.05,China,22.97,22.394646924829157,Medium
Social researcher,IT,Increasing,Low,51704.5,Bachelor’s Degree,15,4413,560,22.92,93.52,Canada,35.7,-87.31021980512124,High
"Horticulturist, amenity",Retail,Decreasing,High,105439.37,PhD,17,6858,1543,57.02,28.05,Australia,74.19,-77.50072907553222,Low
Water quality scientist,Manufacturing,Decreasing,High,127155.47,PhD,10,6108,4041,8.32,79.54,USA,41.76,-33.84086444007858,High
"Research officer, political party",Education,Decreasing,Moderate,129440.41,Associate Degree,16,3601,4289,25.13,85.56,India,49.56,19.10580394334907,High
Print production planner,Healthcare,Increasing,Moderate,117820.53,Bachelor’s Degree,19,1817,6711,12.55,72.76,Australia,64.84,269.3450742982939,High
Leisure centre manager,Transportation,Increasing,Moderate,66301.52,PhD,15,6583,7830,70.1,31.6,India,77.92,18.94273127753304,Low
Drilling engineer,Education,Increasing,High,47280.64,Master’s Degree,16,6798,6212,76.66,20.86,China,56.43,-8.620182406590175,Low
"Therapist, occupational",Transportation,Decreasing,Low,58176.9,Bachelor’s Degree,3,5902,2164,9.62,10.65,Australia,54.41,-63.334462893934266,Low
"Therapist, occupational",Healthcare,Decreasing,High,32230.16,Bachelor’s Degree,2,2709,1498,90.32,83.87,Brazil,38.32,-44.70284237726098,High
Web designer,IT,Increasing,Low,64218.13,Bachelor’s Degree,12,1108,8829,13.46,21.46,China,70.57,696.8411552346571,Low
Meteorologist,Finance,Decreasing,Low,36843.45,Associate Degree,5,3481,4615,33.36,66.29,Australia,57.43,32.57684573398449,Medium
Astronomer,Education,Decreasing,Moderate,52017.08,Master’s Degree,1,3332,6181,9.49,2.04,Germany,66.14,85.50420168067227,Low
"Surveyor, building control",Entertainment,Decreasing,High,38893.01,Bachelor’s Degree,18,9808,828,20.3,86.11,UK,30.26,-91.557911908646,High
"Engineer, building services",Healthcare,Increasing,Moderate,116132.32,Bachelor’s Degree,8,6901,4361,27.31,22.4,USA,52.38,-36.8062599623243,Low
Education administrator,Entertainment,Increasing,High,111008.39,High School,4,6926,2293,40.37,81.71,Australia,74.58,-66.89286745596303,High
"Surveyor, quantity",Healthcare,Decreasing,Moderate,122821.62,Bachelor’s Degree,19,1234,6265,19.8,26.79,UK,66.76,407.6985413290114,Low
Marketing executive,Entertainment,Decreasing,High,73534.14,Bachelor’s Degree,13,8211,9623,26.97,31.06,Brazil,27.68,17.196443794909268,Low
Human resources officer,Education,Increasing,Low,127901.37,PhD,2,8994,4536,26.27,85.84,USA,66.67,-49.566377585056706,High
Video editor,Finance,Decreasing,High,116981.43,PhD,10,6994,2666,82.11,68.24,Australia,47.02,-61.88161281098085,Medium
Hospital pharmacist,Finance,Decreasing,Low,146296.29,PhD,8,8745,4174,32.06,68.07,Brazil,57.77,-52.26986849628359,Medium
"Loss adjuster, chartered",Healthcare,Decreasing,Low,106943.01,PhD,7,6648,6543,9.2,11.46,India,55.78,-1.57942238267148,Low
Community development worker,Finance,Decreasing,High,58946.83,PhD,5,1635,2052,13.43,15.63,Brazil,76.18,25.504587155963304,Low
Best boy,Finance,Decreasing,High,47125.26,High School,7,7701,3196,30.79,15.12,USA,66.62,-58.498896247240616,Low
Estate manager/land agent,Transportation,Increasing,Low,84780.35,PhD,11,1823,7094,93.82,61.65,Brazil,69.19,289.1387822270982,Medium
Ophthalmologist,IT,Decreasing,Low,30814.52,High School,10,5096,7842,86.22,29.24,Germany,74.36,53.88540031397174,Low
"Radiographer, therapeutic",Manufacturing,Decreasing,Low,123866.72,High School,9,6736,1123,30.1,28.06,Australia,75.15,-83.32838479809976,Low
Child psychotherapist,Education,Increasing,High,34929.29,High School,4,2579,9313,85.72,39.2,Germany,62.37,261.108956960062,Low
"Social research officer, government",IT,Decreasing,Moderate,40097.51,High School,2,9350,2777,35.56,48.78,India,37.73,-70.29946524064171,Medium
Radio producer,Manufacturing,Decreasing,Low,38310.38,Bachelor’s Degree,1,4408,7512,35.31,2.71,India,29.11,70.41742286751361,Low
Television/film/video producer,Entertainment,Decreasing,Low,64744.12,PhD,16,9252,4491,5.4,65.95,India,73.66,-51.45914396887159,Medium
Acupuncturist,Education,Decreasing,Moderate,57367.37,Master’s Degree,10,4607,8097,19.51,95.61,UK,44.48,75.75428695463425,High
Health and safety adviser,Education,Increasing,High,37446.51,Master’s Degree,6,1066,7173,34.34,67.43,USA,26.38,572.8893058161351,Medium
"Development worker, international aid",Transportation,Decreasing,High,96154.31,Master’s Degree,17,8218,5711,72.08,23.91,China,71.53,-30.50620588951083,Low
Fitness centre manager,Finance,Decreasing,Low,144153.04,Associate Degree,15,8603,265,43.16,19.05,Brazil,48.67,-96.9196791816808,Low
Herbalist,Finance,Decreasing,High,48632.11,Master’s Degree,15,7452,9574,41.51,24.26,Germany,68.23,28.475577026301664,Low
"Psychologist, occupational",Retail,Increasing,High,99375.17,High School,10,4906,1220,2.07,4.91,Australia,30.92,-75.1324908275581,Low
"Therapist, nutritional",Finance,Increasing,Low,135210.0,Bachelor’s Degree,18,6465,1311,48.45,12.89,Brazil,69.36,-79.7215777262181,Low
Passenger transport manager,Finance,Increasing,High,44985.88,PhD,14,711,3205,73.07,31.45,UK,32.13,350.77355836849506,Low
"Journalist, magazine",Healthcare,Decreasing,Low,105149.41,PhD,19,2756,8891,5.66,3.88,Australia,55.7,222.6052249637155,Low
Dispensing optician,Finance,Increasing,High,89831.68,Master’s Degree,5,5753,1385,5.37,41.99,USA,51.47,-75.9256040326786,Medium
Chartered management accountant,Education,Increasing,Low,73398.95,PhD,20,655,8845,39.37,59.5,USA,39.35,1250.381679389313,Medium
Ophthalmologist,Retail,Increasing,High,114778.02,Bachelor’s Degree,14,4728,8750,50.2,12.24,USA,34.02,85.06768189509306,Low
Accounting technician,Manufacturing,Decreasing,Low,119017.32,Associate Degree,4,4504,3928,27.73,88.73,Brazil,73.68,-12.788632326820604,High
"Administrator, charities/voluntary organisations",Manufacturing,Decreasing,High,130755.09,Associate Degree,5,2877,7529,1.71,98.97,Canada,42.03,161.69621133124784,High
Lexicographer,Education,Decreasing,Moderate,136821.52,PhD,17,8696,8644,71.27,59.33,Australia,38.52,-0.5979760809567618,Medium
Technical brewer,Healthcare,Increasing,Low,88787.65,High School,18,5539,2809,77.83,55.64,Australia,64.26,-49.28687488716375,Medium
Product designer,IT,Increasing,High,138100.05,High School,18,8293,1237,52.17,79.21,Australia,76.71,-85.08380561919692,High
Music therapist,Retail,Increasing,Low,113490.09,Master’s Degree,17,6458,5920,1.92,9.25,Canada,75.4,-8.330752554970578,Low
Music therapist,Transportation,Decreasing,High,61788.01,PhD,19,3272,8969,29.17,7.88,Canada,31.52,174.11369193154033,Low
Network engineer,IT,Increasing,High,68285.8,Master’s Degree,6,3109,9551,52.57,46.67,Germany,54.87,207.204889031843,Medium
International aid/development worker,Manufacturing,Decreasing,Moderate,57334.49,High School,19,2778,8101,48.51,99.85,Canada,67.65,191.6126709863211,High
"Scientist, marine",IT,Increasing,Low,39367.39,Master’s Degree,13,8108,1789,27.13,9.56,Germany,23.84,-77.93537247163296,Low
Architect,Manufacturing,Increasing,Low,125957.08,PhD,2,1438,1344,88.91,7.06,Germany,27.49,-6.536856745479833,Low
"Runner, broadcasting/film/video",IT,Decreasing,Moderate,37731.45,PhD,19,9889,4398,95.64,23.28,Brazil,56.64,-55.52634240064719,Low
"Teacher, English as a foreign language",Transportation,Decreasing,Low,31493.86,High School,19,4818,7119,8.08,84.83,China,52.38,47.75840597758406,High
Office manager,Retail,Decreasing,High,79954.41,Associate Degree,15,2790,496,91.75,6.18,India,61.43,-82.22222222222221,Low
Financial controller,Entertainment,Decreasing,Moderate,43401.1,High School,1,7331,3626,28.23,10.02,Brazil,27.84,-50.53880780248261,Low
"Psychologist, occupational",Retail,Increasing,High,109792.75,Associate Degree,4,4638,3718,20.32,54.26,USA,60.57,-19.836136265631737,Medium
Charity officer,Retail,Increasing,High,91300.56,Bachelor’s Degree,7,9389,5618,48.65,34.05,Germany,61.6,-40.164021727553525,Low
Press sub,IT,Increasing,High,118498.99,Associate Degree,13,6945,4355,87.67,54.06,Australia,79.36,-37.293016558675305,Medium
Audiological scientist,Retail,Decreasing,Low,98127.33,Associate Degree,11,6700,4512,62.59,95.66,UK,27.59,-32.656716417910445,High
"Engineer, structural",Transportation,Increasing,High,131678.11,PhD,14,781,6645,71.04,60.13,USA,32.47,750.832266325224,Medium
"Education officer, museum",Transportation,Decreasing,Low,65325.5,Associate Degree,5,487,5601,89.5,73.11,Australia,75.5,1050.1026694045174,High
Telecommunications researcher,Healthcare,Increasing,Moderate,112163.13,High School,2,8043,5386,69.05,36.23,Germany,64.75,-33.03493721248291,Low
"Embryologist, clinical",Manufacturing,Increasing,Low,119228.24,Master’s Degree,18,3946,967,65.06,80.57,Australia,44.83,-75.49417131272175,High
"Engineer, civil (contracting)",Manufacturing,Increasing,Moderate,80473.63,PhD,4,6420,3077,26.56,72.6,Brazil,28.26,-52.07165109034268,High
Diplomatic Services operational officer,Education,Decreasing,Moderate,102838.05,PhD,10,3724,2871,90.45,83.9,Germany,42.38,-22.90547798066595,High
"Psychologist, clinical",Retail,Decreasing,High,71652.07,Bachelor’s Degree,1,7142,1515,18.69,51.71,India,45.15,-78.78745449453935,Medium
"Surveyor, quantity",Entertainment,Increasing,Moderate,70866.21,High School,9,9413,1859,55.61,11.56,Australia,50.46,-80.2507170933815,Low
"Nurse, mental health",Finance,Increasing,High,89423.43,PhD,7,7634,6818,37.5,55.71,Brazil,73.9,-10.68902279276919,Medium
"Teacher, adult education",Retail,Increasing,High,34578.21,Bachelor’s Degree,15,896,3701,50.77,70.36,China,76.05,313.0580357142857,High
"Production assistant, radio",Manufacturing,Increasing,Moderate,53028.53,Bachelor’s Degree,17,1146,3592,53.01,31.46,Germany,57.71,213.43804537521814,Low
"Designer, textile",Healthcare,Decreasing,High,113246.91,PhD,15,7316,5959,31.66,28.51,UK,71.57,-18.548387096774192,Low
Air traffic controller,Healthcare,Increasing,High,141098.25,PhD,13,9613,765,98.34,2.57,USA,60.77,-92.0420264225528,Low
Occupational therapist,Finance,Increasing,High,59099.61,Master’s Degree,0,6128,5399,73.34,76.21,Brazil,63.82,-11.89621409921671,High
"Buyer, industrial",Manufacturing,Increasing,Moderate,143210.8,PhD,10,2471,8846,92.96,10.72,India,52.22,257.9927154997976,Low
Building services engineer,Healthcare,Increasing,Moderate,60790.24,PhD,4,9550,6785,53.45,95.3,Canada,53.83,-28.95287958115183,High
Geographical information systems officer,Entertainment,Increasing,High,123032.94,Master’s Degree,8,7176,9835,86.66,91.45,USA,71.09,37.05406911928651,High
Site engineer,Transportation,Decreasing,Low,79888.15,High School,17,7239,7837,12.66,51.02,USA,70.28,8.26080950407515,Medium
Chief Technology Officer,Finance,Increasing,High,91796.03,PhD,13,544,7059,28.14,39.49,Brazil,38.67,1197.610294117647,Low
"Lecturer, higher education",Education,Increasing,Low,94274.48,Bachelor’s Degree,8,9441,1744,44.31,60.76,Brazil,45.64,-81.52738057409172,Medium
Consulting civil engineer,Transportation,Increasing,Moderate,86398.08,Bachelor’s Degree,1,5216,2638,47.6,90.36,China,55.54,-49.424846625766875,High
Chartered public finance accountant,Manufacturing,Decreasing,High,144852.87,Associate Degree,14,3435,6896,49.52,60.86,Canada,79.9,100.75691411935954,Medium
Leisure centre manager,Retail,Decreasing,High,77075.64,High School,0,3837,7516,30.27,14.5,Canada,54.75,95.88219963513161,Low
"Accountant, chartered public finance",Education,Decreasing,Moderate,77649.02,High School,8,1414,1707,85.22,8.46,India,78.48,20.72135785007072,Low
Exercise physiologist,IT,Decreasing,Low,145412.05,PhD,1,1587,4449,79.39,42.45,India,64.27,180.34026465028353,Medium
"Editor, commissioning",IT,Increasing,Moderate,38157.08,Bachelor’s Degree,17,1184,2809,21.73,38.31,UK,25.88,137.2466216216216,Low
Purchasing manager,IT,Increasing,Moderate,85999.7,High School,7,3980,6601,53.89,11.24,China,61.96,65.85427135678393,Low
"Surveyor, commercial/residential",Finance,Decreasing,Low,48005.97,Bachelor’s Degree,4,7758,2570,81.07,44.61,Australia,69.54,-66.87290538798659,Medium
"Engineer, energy",Finance,Increasing,Low,78927.02,Bachelor’s Degree,18,385,7926,61.0,97.11,UK,45.04,1958.7012987012986,High
Armed forces technical officer,Education,Decreasing,High,42864.74,Bachelor’s Degree,10,5919,5589,16.44,18.0,USA,79.79,-5.575266092245312,Low
Advertising copywriter,Finance,Decreasing,Moderate,124122.89,Master’s Degree,13,6926,6113,8.58,48.85,Brazil,39.91,-11.738377129656367,Medium
"Engineer, automotive",Retail,Increasing,High,45814.86,High School,8,5585,7390,73.56,19.16,Australia,45.79,32.318710832587286,Low
Community education officer,Education,Decreasing,Moderate,90520.86,Associate Degree,18,4625,4846,78.11,66.69,Australia,58.8,4.778378378378378,Medium
Tourism officer,Transportation,Decreasing,High,125901.14,PhD,17,6122,2795,2.35,80.79,Brazil,56.17,-54.34498529892192,High
Amenity horticulturist,IT,Increasing,High,114706.1,PhD,10,2628,5753,8.3,21.55,India,49.34,118.9117199391172,Low
Forensic scientist,Healthcare,Increasing,Moderate,107609.96,Master’s Degree,9,8308,4592,41.34,37.52,USA,20.15,-44.72797303803563,Low
Building control surveyor,Entertainment,Decreasing,Low,56509.61,Bachelor’s Degree,7,8161,2281,44.58,26.71,Brazil,26.82,-72.04999387329984,Low
